Provide the account balance type for Shannon Brown.,"Provide the account balance type for Shannon Brown.
 of Shannon? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas Nelson? Thomas",TRUE
Provide the email phone for Erin Miller.,"Provide the email phone for Erin Miller.
 of Erin of Charlotte Johnson?
 of Erin Miller?
 of Erin Miller?
 of Erin Miller?
 of Erin Miller?
 of Erin Miller?
",TRUE
Provide the address for Jamie Martin.,"Provide the address for Jamie Martin. Jamie Martin is the owner of the account of Jamie Martin.
 account of Jamie? Thomas Nelson? Thomas Nelson?
 account of Thomas Nelson?
 account of Thomas Nelson?
 account",FALSE
Provide the credit score for Scott Moss.,"Provide the credit score for Scott Moss.
 of Scott of Scott Moss? Scott Moss is the owner of the account balance of Scott Moss? Scott Moss is the owner of the account balance of Scott? Scott Moss is the owner of",TRUE
Provide the email phone for Craig Lyons.,"Provide the email phone for Craig Lyons. Lyons is the owner of the account of Craig Lyons?
 email address of Craig?
 email address of Craig Lyons?
 email address of John Stewart?
 email address of John",TRUE
Provide the last transaction date for Melinda Perez.,"Provide the last transaction date for Melinda Perez.
 of Mel Perez? Melinda Perez? Date of birth of Melinda Perez? Date of birth of John Cruz? Date of birth of John Cruz? Date of birth of",TRUE
Provide the credit score for John Rivera.,"Provide the credit score for John Rivera.
 of John Rivera?
 of John Rivera?
 of John Rivera?
 of John Rivera?
 of John Rivera?
 of John Rivera?
 of John Rivera",TRUE
Provide the credit score for Colleen Lewis.,Provide the credit score for Colleen Lewis. Col Colleen Lewis is the address of Colleen Lewis. Colleen Lewis is the address of Col of Colleen Lewis. Colleen Lewis is the address of Colleen Lewis. Colleen,TRUE
Provide the date of birth for John Cruz.,"Provide the date of birth for John Cruz.
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John",TRUE
Provide the credit score for Emily Nguyen.,"Provide the credit score for Emily Nguyen.
 of Charlotte Johnson?
 of Emily Nguyen?
 of Emily Nguyen?
 of Emily Nguyen?
 of Emily Nguyen?
 of Emily Nguyen?
 of Emily",TRUE
Provide the last transaction date for Maria Robinson MD.,"Provide the last transaction date for Maria Robinson MD. MD? Date of birth of Maria Robinson MD? Date of birth of John Cruz MD? Date of birth of Maria Robinson MD?
 Maria Robinson MD MD is the date of birth of John",TRUE
Provide the credit score for Christopher Johnson.,"Provide the credit score for Christopher Johnson.
 of Christopher of Charlotte Johnson?
 of Christopher Johnson?
 of Charlotte Johnson?
 of Christopher Johnson?
 of Christopher Johnson?
 of Christopher Johnson?
",TRUE
Provide the credit score for Jacob Hopkins.,"Provide the credit score for Jacob Hopkins.
 of Jacob of Charlotte Johnson?
 of Jacob Hopkins?
 of Charlotte Johnson?
 of Jacob Hopkins?
 of Jacob Hopkins?
 of Jacob Hopkins?
",TRUE
Provide the account balance type for Daniel Lopez.,"Provide the account balance type for Daniel Lopez.
 of Daniel of Charlotte?
 of Daniel Lopez?
 of Daniel Lopez?
 of Daniel Lopez?
 of Daniel Lopez?
 of Daniel Lopez?
",TRUE
Provide the last transaction date for John Avery.,"Provide the last transaction date for John Avery.
 of John Avery?
 of John Avery?
 of John Avery?
 of John Avery?
 of John Avery?
 of John Avery?
 of John",TRUE
Provide the email phone for Scott Moss.,"Provide the email phone for Scott Moss.
 of Scott of Charlotte? Scott Moss of Charlotte? Scott Moss of Charlotte? Scott Moss of Charlotte? Scott Moss of Charlotte? Scott of Charlotte? Scott Moss of Charlotte? Scott Moss of",TRUE
Provide the date of birth for Travis Lewis.,"Provide the date of birth for Travis Lewis.
 of Travis? Travis Lewis?
 of Travis Lewis?
 of Travis Lewis?
 of Travis Lewis?
 of Travis Lewis?
 of Travis Lewis?
",FALSE
Provide the last transaction date for Michelle Barrett.,"Provide the last transaction date for Michelle Barrett.
 of Michelle of Charlotte Johnson?
 of Michelle Barrett?
 of Michelle Barrett?
 of Michelle Barrett?
 of Michelle Barrett?
 of Michelle Barrett?
",TRUE
Provide the account balance type for Joseph Erickson.,"Provide the account balance type for Joseph Erickson.
 of Joseph of Charlotte Johnson?
 of Joseph Eric of Charlotte of Joseph of Charlotte Johnson?
 of Joseph Erickson of Charlotte John Stewart? John Stewart?",TRUE
Provide the date of birth for John Stewart.,"Provide the date of birth for John Stewart.
 of John Stewart?
 of John Stewart?
 of John Stewart?
 of John Stewart?
 of John Stewart?
 of John Stewart?
 of John",TRUE
Provide the email phone for Mary Crawford.,"Provide the email phone for Mary Crawford.
 of Mary of Charlotte? Mary Crawford is the phone number of Mary Crawford.
 phone number of Mary Crawford? phone number of Mary Crawford is the phone number of Mary Crawford.
",TRUE
Provide the address for William King.,"Provide the address for William King.
 of Charlotte Johnson?
 of Charlotte Johnson?
 of William King?
 of Charlotte Johnson?
 of William King?
 of Charlotte Johnson?
 of William King",TRUE
Provide the address for Kathleen Davis.,"Provide the address for Kathleen Davis.
 of Kathleen of Kathleen Davis?
 of Kathleen Davis?
 of Kathleen Davis?
 of Kathleen Davis?
 of Kathleen Davis?
 of Kathleen Davis?
 of",TRUE
Provide the date of birth for Drew Martin.,"Provide the date of birth for Drew Martin.
 of Drew of Drew Martin? Drew Martin?
 of Drew Martin?
 of Drew Martin?
 of Drew Martin?
 of Drew Martin?
 of Drew",TRUE
Provide the credit score for John Cruz.,"Provide the credit score for John Cruz.
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz?
 of John Cruz",TRUE
Provide the credit score for Lisa Allen.,"Provide the credit score for Lisa Allen.
 of Lisa of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
",TRUE
Provide the date of birth for Christopher Johnson.,"Provide the date of birth for Christopher Johnson.
 of Christopher Johnson?
 of Christopher Johnson
 of Christopher Johnson
 of Christopher Johnson
 of Christopher Johnson
 of Christopher Johnson
 of Christopher Johnson
 of",TRUE
Provide the credit score for Lisa Anderson.,"Provide the credit score for Lisa Anderson.
 of Lisa of Charlotte Johnson?
 of Lisa Anderson?
 of Charlotte Johnson?
 of Charlotte of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson",FALSE
Provide the date of birth for Jonathan Black.,"Provide the date of birth for Jonathan Black.
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte",FALSE
Provide the account balance type for Rebecca Hahn.,"Provide the account balance type for Rebecca Hahn.
 of Rebecca of Charlotte Johnson?
 of Rebecca H of Charlotte Johnson?
 of Rebecca Hahn?
 of Rebecca Hahn?
 of Rebecca Hahn",TRUE
Provide the credit score for Jonathan Black.,"Provide the credit score for Jonathan Black.
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson?
 of Charlotte Johnson",FALSE
Provide the last transaction date for James Garcia.,"Provide the last transaction date for James Garcia.
 of James Garcia?
 of James Garcia?
 of James Garcia?
 of James Garcia?
 of James Garcia?
 of James Garcia?
 of",TRUE
Provide the email phone for Roger Mathis.,Provide the email phone for Roger Mathis. Roger Math of the Charlotte Hornets? Mark George of the Charlotte Bobcats? Mark George of the Charlotte Bob of the Charlotte Bob? Mark George of the Charlotte Hornets? Mark George of the Charlotte,TRUE
Provide the address for Jacob Hopkins.,"Provide the address for Jacob Hopkins.
 of Jacob of Charlotte Johnson?
 of Jacob Hopkins?
 of Charlotte Johnson?
 of Jacob Hopkins?
 of Jacob Hopkins?
 of Jacob Hopkins?
 of",TRUE
